3,4.0,859.5,511.2,91.8,141.3,-1,-1,-1,-1
3,3.0,673.6,473.4,92.7,125.1,-1,-1,-1,-1
3,2.0,115.5,420.1,43.2,184.3,-1,-1,-1,-1
3,1.0,1140.3,421.9,59.4,195.1,-1,-1,-1,-1
4,16.0,476.1,422.5,68.4,160.2,-1,-1,-1,-1
4,15.0,738.0,443.7,71.1,144.0,-1,-1,-1,-1
4,14.0,902.7,478.3,90.0,144.9,-1,-1,-1,-1
4,13.0,459.9,373.0,65.7,177.3,-1,-1,-1,-1
4,12.0,705.1,373.7,52.2,173.5,-1,-1,-1,-1
4,11.0,742.9,471.1,77.4,133.2,-1,-1,-1,-1
4,10.0,310.7,460.3,75.1,162.9,-1,-1,-1,-1
4,9.0,316.8,510.3,111.6,147.6,-1,-1,-1,-1
4,8.0,488.7,455.8,97.2,145.8,-1,-1,-1,-1
4,7.0,424.6,454.0,90.2,147.6,-1,-1,-1,-1
4,6.0,930.6,502.2,81.0,158.4,-1,-1,-1,-1
4,5.0,268.0,511.2,86.9,144.0,-1,-1,-1,-1
4,4.0,859.5,511.2,89.1,141.3,-1,-1,-1,-1
4,3.0,673.6,473.4,92.7,125.1,-1,-1,-1,-1
4,2.0,115.4,420.1,43.2,184.3,-1,-1,-1,-1
4,1.0,1140.3,421.9,59.4,195.1,-1,-1,-1,-1
5,16.0,475.2,425.2,67.5,160.2,-1,-1,-1,-1
5,15.0,736.6,446.8,70.2,140.4,-1,-1,-1,-1
5,14.0,903.1,478.8,88.6,140.4,-1,-1,-1,-1
5,13.0,459.7,373.0,65.9,179.1,-1,-1,-1,-1
5,12.0,705.1,373.7,52.2,172.6,-1,-1,-1,-1
5,11.0,743.8,474.3,76.5,130.5,-1,-1,-1,-1
5,10.0,310.5,460.3,75.6,167.4,-1,-1,-1,-1
5,9.0,326.0,510.3,102.1,147.6,-1,-1,-1,-1
5,8.0,489.1,456.7,97.2,144.9,-1,-1,-1,-1
5,7.0,424.3,454.9,90.9,146.7,-1,-1,-1,-1
5,6.0,929.7,504.9,82.8,155.7,-1,-1,-1,-1
5,5.0,268.0,511.2,87.3,144.0,-1,-1,-1,-1
5,4.0,859.5,512.1,88.2,140.4,-1,-1,-1,-1
5,3.0,673.6,474.3,92.7,124.2,-1,-1,-1,-1
5,2.0,115.6,420.3,43.0,183.6,-1,-1,-1,-1
5,1.0,1140.3,421.6,59.4,195.3,-1,-1,-1,-1
6,16.0,476.5,427.5,62.1,159.3,-1,-1,-1,-1
6,15.0,736.6,446.8,68.4,141.3,-1,-1,-1,-1
6,14.0,903.1,480.1,89.5,151.2,-1,-1,-1,-1
6,13.0,459.7,372.4,65.5,172.6,-1,-1,-1,-1
6,12.0,705.1,373.5,51.3,174.6,-1,-1,-1,-1
6,11.0,744.7,474.3,75.6,130.5,-1,-1,-1,-1
6,10.0,310.9,461.7,76.0,169.2,-1,-1,-1,-1
6,9.0,332.5,510.3,95.9,147.6,-1,-1,-1,-1
6,8.0,490.0,456.1,96.3,146.0,-1,-1,-1,-1
6,7.0,425.2,455.4,94.5,146.7,-1,-1,-1,-1
6,6.0,928.8,505.8,82.8,154.8,-1,-1,-1,-1
6,5.0,268.4,510.7,87.3,144.0,-1,-1,-1,-1
6,4.0,859.5,513.0,84.6,139.5,-1,-1,-1,-1
6,3.0,673.6,474.3,92.7,124.2,-1,-1,-1,-1
6,2.0,115.3,420.7,43.4,183.6,-1,-1,-1,-1
6,1.0,1140.3,421.2,59.4,196.2,-1,-1,-1,-1
7,16.0,476.5,430.6,67.5,155.7,-1,-1,-1,-1
7,15.0,737.5,443.2,67.5,144.9,-1,-1,-1,-1
7,14.0,904.0,480.6,88.7,156.6,-1,-1,-1,-1
7,13.0,460.1,372.8,64.6,173.9,-1,-1,-1,-1
7,12.0,704.7,373.5,54.0,175.5,-1,-1,-1,-1
7,11.0,744.3,473.8,75.6,130.5,-1,-1,-1,-1
7,10.0,311.6,462.1,74.2,177.3,-1,-1,-1,-1
7,9.0,334.8,512.1,94.0,145.8,-1,-1,-1,-1
7,8.0,492.7,457.4,93.6,144.2,-1,-1,-1,-1
7,7.0,425.2,457.6,95.4,144.0,-1,-1,-1,-1
7,6.0,927.0,511.6,84.6,148.5,-1,-1,-1,-1
7,5.0,268.4,509.4,86.9,145.8,-1,-1,-1,-1
7,4.0,859.9,513.9,83.2,138.6,-1,-1,-1,-1
7,3.0,673.6,474.3,92.7,124.2,-1,-1,-1,-1
7,2.0,115.0,420.7,43.7,183.6,-1,-1,-1,-1
7,1.0,1140.3,421.4,59.4,196.0,-1,-1,-1,-1
8,16.0,475.6,431.8,67.5,155.9,-1,-1,-1,-1
8,15.0,737.5,432.2,66.6,154.6,-1,-1,-1,-1
8,14.0,909.9,486.9,82.8,153.9,-1,-1,-1,-1
8,13.0,459.9,372.8,59.4,173.5,-1,-1,-1,-1
8,12.0,706.0,373.5,50.4,174.6,-1,-1,-1,-1
8,11.0,743.4,468.9,76.5,135.9,-1,-1,-1,-1
8,10.0,310.7,466.2,76.5,177.3,-1,-1,-1,-1
8,9.0,335.9,510.7,92.2,147.6,-1,-1,-1,-1
8,8.0,490.5,459.9,95.4,141.3,-1,-1,-1,-1
8,7.0,425.7,458.3,91.8,143.3,-1,-1,-1,-1
8,6.0,924.3,513.0,86.4,147.6,-1,-1,-1,-1
8,5.0,268.9,512.1,87.3,143.1,-1,-1,-1,-1
8,4.0,859.0,513.9,79.6,138.6,-1,-1,-1,-1
8,3.0,675.0,472.5,90.0,126.0,-1,-1,-1,-1
8,2.0,115.1,421.4,43.9,183.4,-1,-1,-1,-1
8,1.0,1140.3,420.7,59.4,196.2,-1,-1,-1,-1
9,16.0,477.0,428.4,63.0,159.3,-1,-1,-1,-1
9,15.0,731.2,427.9,72.0,157.5,-1,-1,-1,-1
9,14.0,907.6,486.9,84.1,153.9,-1,-1,-1,-1
9,13.0,460.1,372.6,66.8,176.4,-1,-1,-1,-1
9,12.0,706.0,374.2,49.5,173.9,-1,-1,-1,-1
9,11.0,745.2,468.9,74.7,135.9,-1,-1,-1,-1
9,10.0,311.2,468.4,76.9,176.4,-1,-1,-1,-1
9,9.0,336.4,515.2,91.8,143.1,-1,-1,-1,-1
9,8.0,490.5,460.1,95.4,142.0,-1,-1,-1,-1
9,7.0,426.4,459.2,92.0,142.9,-1,-1,-1,-1
9,6.0,924.3,513.9,86.4,146.7,-1,-1,-1,-1
9,5.0,268.6,513.4,86.4,142.2,-1,-1,-1,-1
9,4.0,859.5,515.2,81.0,136.8,-1,-1,-1,-1
9,3.0,675.4,469.8,88.2,128.7,-1,-1,-1,-1
9,2.0,114.9,421.9,44.1,182.5,-1,-1,-1,-1
9,1.0,1140.3,420.7,59.4,196.2,-1,-1,-1,-1
10,16.0,477.9,415.1,67.5,164.0,-1,-1,-1,-1
10,15.0,732.1,419.4,71.1,164.7,-1,-1,-1,-1
10,14.0,904.0,482.8,86.9,157.5,-1,-1,-1,-1
10,13.0,460.1,373.3,73.1,184.3,-1,-1,-1,-1
10,12.0,706.0,374.2,56.7,173.9,-1,-1,-1,-1
10,11.0,742.9,461.2,74.7,143.1,-1,-1,-1,-1
10,10.0,310.9,471.1,78.8,174.6,-1,-1,-1,-1
10,9.0,337.3,517.5,90.0,141.3,-1,-1,-1,-1
10,8.0,492.3,455.6,91.8,146.5,-1,-1,-1,-1
10,7.0,428.4,457.0,90.9,144.7,-1,-1,-1,-1
10,6.0,923.4,513.9,84.6,145.8,-1,-1,-1,-1
10,5.0,269.5,514.3,85.9,141.3,-1,-1,-1,-1
10,4.0,859.5,515.7,77.4,136.8,-1,-1,-1,-1
10,3.0,677.2,461.7,82.8,136.8,-1,-1,-1,-1
10,2.0,114.2,422.8,45.0,181.1,-1,-1,-1,-1
10,1.0,1140.3,421.2,59.4,196.2,-1,-1,-1,-1
11,16.0,477.9,408.4,68.4,170.8,-1,-1,-1,-1
11,15.0,730.8,415.8,70.2,170.1,-1,-1,-1,-1
11,14.0,901.8,476.1,86.4,131.4,-1,-1,-1,-1
11,13.0,459.9,373.5,73.8,179.1,-1,-1,-1,-1
11,12.0,705.6,374.4,58.5,174.6,-1,-1,-1,-1
11,11.0,745.2,457.4,70.2,147.4,-1,-1,-1,-1
11,10.0,311.2,471.1,78.3,173.7,-1,-1,-1,-1
11,9.0,336.1,516.6,90.9,142.2,-1,-1,-1,-1
11,8.0,495.4,448.4,87.3,153.7,-1,-1,-1,-1
11,7.0,429.7,453.8,83.7,148.3,-1,-1,-1,-1
11,6.0,923.4,513.0,84.6,147.6,-1,-1,-1,-1
11,5.0,269.1,512.5,85.5,143.1,-1,-1,-1,-1
11,4.0,860.4,514.8,78.3,137.7,-1,-1,-1,-1
11,3.0,678.6,458.8,82.8,139.7,-1,-1,-1,-1
11,2.0,113.3,423.4,46.1,180.9,-1,-1,-1,-1
11,1.0,1140.3,421.2,59.4,196.2,-1,-1,-1,-1
12,16.0,477.9,402.7,68.4,169.2,-1,-1,-1,-1
12,15.0,729.9,405.9,73.8,177.3,-1,-1,-1,-1
12,14.0,901.3,466.2,81.4,129.6,-1,-1,-1,-1
12,13.0,459.7,373.3,66.4,173.9,-1,-1,-1,-1
12,12.0,705.1,374.8,61.2,171.9,-1,-1,-1,-1
12,11.0,745.2,449.8,65.7,154.1,-1,-1,-1,-1
12,10.0,312.5,462.6,76.9,179.1,-1,-1,-1,-1
12,9.0,336.1,513.9,90.0,144.9,-1,-1,-1,-1
12,8.0,486.9,438.7,93.6,162.9,-1,-1,-1,-1
12,7.0,431.5,450.0,90.9,151.2,-1,-1,-1,-1
12,6.0,926.1,507.1,81.0,153.0,-1,-1,-1,-1
12,5.0,270.7,511.2,84.6,144.0,-1,-1,-1,-1
12,4.0,860.8,513.0,77.8,139.5,-1,-1,-1,-1
12,3.0,681.7,444.8,75.6,153.7,-1,-1,-1,-1
12,2.0,112.5,424.6,46.8,179.3,-1,-1,-1,-1
12,1.0,1140.3,422.1,59.4,195.3,-1,-1,-1,-1
13,16.0,478.8,401.6,64.8,169.0,-1,-1,-1,-1
13,15.0,729.4,396.2,54.0,148.3,-1,-1,-1,-1
13,14.0,902.2,463.0,80.5,131.4,-1,-1,-1,-1
13,13.0,459.4,373.0,69.3,174.6,-1,-1,-1,-1
13,12.0,705.6,374.4,59.4,168.3,-1,-1,-1,-1
13,11.0,746.5,444.4,62.1,159.5,-1,-1,-1,-1
13,10.0,313.2,460.3,77.0,161.1,-1,-1,-1,-1
13,9.0,322.9,512.5,102.2,145.8,-1,-1,-1,-1
13,8.0,497.7,436.7,81.0,165.4,-1,-1,-1,-1
13,7.0,432.9,445.0,90.9,155.7,-1,-1,-1,-1
13,6.0,925.2,502.2,81.0,157.5,-1,-1,-1,-1
13,5.0,271.3,509.8,83.7,145.8,-1,-1,-1,-1
13,4.0,861.3,511.2,80.1,141.3,-1,-1,-1,-1
13,3.0,683.5,441.4,77.4,157.5,-1,-1,-1,-1
13,2.0,112.4,424.8,47.0,179.1,-1,-1,-1,-1
13,1.0,1140.3,422.5,59.4,195.3,-1,-1,-1,-1
14,16.0,478.3,399.4,83.7,182.9,-1,-1,-1,-1
14,15.0,724.5,381.8,58.5,148.7,-1,-1,-1,-1
14,14.0,903.1,455.6,77.8,126.7,-1,-1,-1,-1
14,13.0,458.8,374.4,73.6,167.4,-1,-1,-1,-1
14,12.0,706.5,374.6,58.5,157.7,-1,-1,-1,-1
14,11.0,744.3,436.7,63.0,165.4,-1,-1,-1,-1
14,10.0,313.2,449.1,73.8,149.4,-1,-1,-1,-1
14,9.0,333.0,505.8,91.8,153.0,-1,-1,-1,-1
14,8.0,484.6,434.5,90.9,167.6,-1,-1,-1,-1
14,7.0,436.7,437.6,76.7,163.6,-1,-1,-1,-1
14,6.0,920.2,495.9,82.4,163.8,-1,-1,-1,-1
14,5.0,272.7,503.5,83.7,152.1,-1,-1,-1,-1
14,4.0,863.1,504.9,79.2,147.6,-1,-1,-1,-1
14,3.0,687.1,433.1,77.4,166.3,-1,-1,-1,-1
14,2.0,111.8,425.2,47.8,179.1,-1,-1,-1,-1
14,1.0,1140.3,422.8,59.4,195.1,-1,-1,-1,-1
15,16.0,480.1,393.7,74.7,185.4,-1,-1,-1,-1
15,15.0,726.7,377.5,65.7,151.2,-1,-1,-1,-1
15,14.0,903.1,447.7,80.5,138.6,-1,-1,-1,-1
15,13.0,458.5,374.4,75.6,157.9,-1,-1,-1,-1
15,12.0,706.0,374.8,58.5,156.6,-1,-1,-1,-1
15,11.0,743.8,434.2,65.7,168.3,-1,-1,-1,-1
15,10.0,315.0,444.4,71.1,155.9,-1,-1,-1,-1
15,9.0,323.1,500.8,101.2,157.5,-1,-1,-1,-1
15,8.0,486.9,434.7,86.4,167.4,-1,-1,-1,-1
15,7.0,439.9,432.4,74.5,168.3,-1,-1,-1,-1
15,6.0,925.2,492.3,75.6,167.4,-1,-1,-1,-1
15,5.0,273.4,500.8,82.8,154.8,-1,-1,-1,-1
15,4.0,863.5,500.8,74.2,152.1,-1,-1,-1,-1
15,3.0,688.5,430.2,76.5,168.3,-1,-1,-1,-1
15,2.0,111.7,425.9,48.0,178.4,-1,-1,-1,-1
15,1.0,1140.3,422.5,59.4,195.3,-1,-1,-1,-1
16,16.0,480.1,385.0,69.3,200.9,-1,-1,-1,-1
16,15.0,724.0,370.3,58.5,138.6,-1,-1,-1,-1
16,14.0,901.8,436.5,81.0,137.7,-1,-1,-1,-1
16,12.0,705.6,374.4,49.5,158.4,-1,-1,-1,-1
16,11.0,734.4,419.4,73.8,185.4,-1,-1,-1,-1
16,10.0,318.8,436.0,68.0,143.1,-1,-1,-1,-1
16,9.0,318.8,491.8,103.0,166.5,-1,-1,-1,-1
16,8.0,495.4,424.3,72.9,178.2,-1,-1,-1,-1
16,7.0,444.4,426.6,74.5,174.6,-1,-1,-1,-1
16,6.0,920.7,482.8,79.2,177.3,-1,-1,-1,-1
16,5.0,276.8,494.5,78.3,161.1,-1,-1,-1,-1
16,4.0,865.8,493.2,74.7,159.3,-1,-1,-1,-1
16,3.0,691.2,427.3,70.2,168.5,-1,-1,-1,-1
16,2.0,111.5,425.2,48.7,179.1,-1,-1,-1,-1
16,1.0,1140.3,422.8,59.4,195.1,-1,-1,-1,-1
17,16.0,479.2,380.9,70.2,197.8,-1,-1,-1,-1
17,15.0,721.8,367.9,59.4,135.2,-1,-1,-1,-1
17,14.0,900.4,431.8,72.5,128.9,-1,-1,-1,-1
17,12.0,705.6,373.9,49.5,158.4,-1,-1,-1,-1
17,11.0,733.9,421.6,72.9,181.8,-1,-1,-1,-1
17,10.0,320.4,431.3,64.3,139.7,-1,-1,-1,-1
17,9.0,320.4,486.4,99.9,171.9,-1,-1,-1,-1
17,8.0,493.2,414.9,73.8,187.2,-1,-1,-1,-1
17,7.0,446.4,423.9,77.4,177.3,-1,-1,-1,-1
17,6.0,921.1,477.4,78.8,182.7,-1,-1,-1,-1
17,5.0,278.5,490.5,77.9,164.7,-1,-1,-1,-1
17,4.0,866.7,489.6,74.7,162.9,-1,-1,-1,-1
17,3.0,691.2,425.7,65.7,171.9,-1,-1,-1,-1
17,2.0,111.9,426.1,48.4,177.3,-1,-1,-1,-1
17,1.0,1140.3,422.8,59.4,195.1,-1,-1,-1,-1
18,15.0,721.8,366.5,58.5,137.5,-1,-1,-1,-1
18,14.0,900.4,424.8,72.5,135.9,-1,-1,-1,-1
18,12.0,704.7,374.6,47.7,158.6,-1,-1,-1,-1
18,11.0,733.9,422.5,71.1,180.9,-1,-1,-1,-1
18,10.0,320.8,421.6,63.0,142.2,-1,-1,-1,-1
18,9.0,330.3,478.8,88.6,180.0,-1,-1,-1,-1
18,8.0,495.0,412.9,70.2,189.2,-1,-1,-1,-1
18,7.0,448.2,420.5,76.5,179.8,-1,-1,-1,-1
18,6.0,920.7,463.5,75.6,195.3,-1,-1,-1,-1
18,5.0,281.5,486.0,73.4,168.3,-1,-1,-1,-1
18,4.0,868.0,484.6,68.8,167.4,-1,-1,-1,-1
18,3.0,691.2,428.2,65.7,171.2,-1,-1,-1,-1
18,2.0,112.0,427.5,47.9,175.5,-1,-1,-1,-1
18,1.0,1140.3,422.8,59.4,195.1,-1,-1,-1,-1
19,15.0,721.3,368.1,59.4,139.0,-1,-1,-1,-1
19,14.0,898.6,423.0,68.8,139.5,-1,-1,-1,-1
19,12.0,704.2,375.1,49.5,163.1,-1,-1,-1,-1
19,11.0,734.4,425.5,71.1,178.4,-1,-1,-1,-1
19,10.0,321.3,418.9,62.5,144.9,-1,-1,-1,-1
19,9.0,336.1,478.3,82.3,180.0,-1,-1,-1,-1
19,8.0,493.2,413.5,70.2,188.1,-1,-1,-1,-1
19,7.0,448.6,419.8,75.6,179.1,-1,-1,-1,-1
19,6.0,920.2,465.7,72.5,192.6,-1,-1,-1,-1
19,5.0,282.6,483.7,72.9,170.1,-1,-1,-1,-1
19,4.0,868.0,482.8,65.2,170.1,-1,-1,-1,-1
19,3.0,689.8,429.1,69.3,170.8,-1,-1,-1,-1
19,2.0,112.9,427.7,47.0,175.3,-1,-1,-1,-1
19,1.0,1140.3,422.5,59.4,195.3,-1,-1,-1,-1
20,15.0,720.0,375.5,60.3,153.7,-1,-1,-1,-1
20,14.0,896.8,422.1,61.6,137.7,-1,-1,-1,-1
20,13.0,474.7,368.5,70.2,153.5,-1,-1,-1,-1
20,11.0,735.3,434.2,65.7,169.2,-1,-1,-1,-1
20,10.0,322.0,412.6,61.6,155.7,-1,-1,-1,-1
20,9.0,337.9,478.3,80.1,181.8,-1,-1,-1,-1
20,8.0,490.9,413.3,71.1,186.1,-1,-1,-1,-1
20,7.0,448.4,421.0,69.5,178.0,-1,-1,-1,-1
20,6.0,913.0,469.8,83.2,189.0,-1,-1,-1,-1
20,5.0,287.1,483.3,69.3,173.7,-1,-1,-1,-1
20,4.0,867.6,482.8,59.4,171.0,-1,-1,-1,-1
20,3.0,689.4,435.1,73.8,164.7,-1,-1,-1,-1
20,2.0,114.6,430.2,49.2,174.6,-1,-1,-1,-1
20,1.0,1140.3,423.2,59.4,195.1,-1,-1,-1,-1
21,15.0,717.7,379.6,59.4,155.9,-1,-1,-1,-1
21,14.0,896.4,422.8,63.0,138.8,-1,-1,-1,-1
21,13.0,474.3,368.8,71.1,153.7,-1,-1,-1,-1
21,11.0,734.4,437.4,65.7,166.5,-1,-1,-1,-1
21,10.0,322.6,413.5,60.3,156.6,-1,-1,-1,-1
21,9.0,341.5,480.1,75.6,180.0,-1,-1,-1,-1
21,8.0,495.4,414.0,67.5,185.4,-1,-1,-1,-1
21,7.0,448.2,423.2,72.0,178.0,-1,-1,-1,-1
21,6.0,913.5,471.6,79.2,188.1,-1,-1,-1,-1
21,5.0,289.1,485.5,68.4,171.0,-1,-1,-1,-1
21,4.0,867.1,483.7,76.0,170.1,-1,-1,-1,-1
21,3.0,689.4,438.7,73.8,161.1,-1,-1,-1,-1
21,2.0,115.0,431.5,50.9,174.6,-1,-1,-1,-1
21,1.0,1140.3,422.3,59.4,196.0,-1,-1,-1,-1
22,15.0,718.2,384.3,61.2,148.0,-1,-1,-1,-1
22,14.0,893.7,423.0,61.2,144.9,-1,-1,-1,-1
22,13.0,479.2,373.5,67.5,155.3,-1,-1,-1,-1
22,11.0,733.9,443.7,67.5,160.2,-1,-1,-1,-1
22,10.0,327.4,413.3,53.1,172.6,-1,-1,-1,-1
22,9.0,342.9,484.2,72.9,176.4,-1,-1,-1,-1
22,8.0,492.3,420.3,72.0,183.6,-1,-1,-1,-1
22,7.0,449.5,431.1,72.0,170.1,-1,-1,-1,-1
22,6.0,910.8,478.8,75.6,182.7,-1,-1,-1,-1
22,5.0,291.1,490.9,67.9,167.4,-1,-1,-1,-1
22,4.0,867.1,487.8,64.3,166.5,-1,-1,-1,-1
22,3.0,688.9,445.0,68.4,155.7,-1,-1,-1,-1
22,2.0,115.6,433.8,54.2,174.6,-1,-1,-1,-1
22,1.0,1140.3,422.5,59.4,195.3,-1,-1,-1,-1
23,15.0,718.6,386.3,57.6,151.4,-1,-1,-1,-1
23,14.0,892.8,424.8,61.2,145.8,-1,-1,-1,-1
23,13.0,478.8,374.4,60.3,152.1,-1,-1,-1,-1
23,11.0,734.4,446.8,67.5,157.5,-1,-1,-1,-1
23,10.0,331.0,413.5,49.1,170.1,-1,-1,-1,-1
23,9.0,344.0,487.3,70.6,174.6,-1,-1,-1,-1
23,8.0,494.5,425.0,69.3,178.0,-1,-1,-1,-1
23,7.0,450.2,429.3,70.9,171.9,-1,-1,-1,-1
23,6.0,910.8,481.5,75.6,180.9,-1,-1,-1,-1
23,5.0,292.5,493.2,68.8,164.7,-1,-1,-1,-1
23,4.0,867.1,490.5,60.8,163.8,-1,-1,-1,-1
23,3.0,688.9,447.1,69.3,154.1,-1,-1,-1,-1
23,2.0,115.3,435.1,56.0,175.5,-1,-1,-1,-1
23,1.0,1141.2,422.3,57.6,196.0,-1,-1,-1,-1
24,15.0,711.0,383.2,65.7,159.5,-1,-1,-1,-1
24,14.0,891.4,425.7,54.5,151.2,-1,-1,-1,-1
24,13.0,479.2,375.3,63.9,147.1,-1,-1,-1,-1
24,11.0,734.4,448.9,67.5,155.9,-1,-1,-1,-1
24,10.0,333.9,408.1,44.1,171.9,-1,-1,-1,-1
24,9.0,342.0,486.4,71.1,175.5,-1,-1,-1,-1
24,8.0,495.4,434.5,67.5,169.4,-1,-1,-1,-1
24,7.0,451.3,441.9,66.6,160.2,-1,-1,-1,-1
24,6.0,910.3,491.4,73.3,171.9,-1,-1,-1,-1
24,5.0,295.9,491.4,66.1,166.5,-1,-1,-1,-1
24,4.0,868.5,492.3,63.9,162.0,-1,-1,-1,-1
24,3.0,688.5,448.2,72.0,153.9,-1,-1,-1,-1
24,2.0,115.9,438.5,57.6,173.9,-1,-1,-1,-1
24,1.0,1141.2,422.3,57.6,196.0,-1,-1,-1,-1
25,15.0,715.5,379.8,59.4,152.1,-1,-1,-1,-1
25,14.0,890.1,423.2,53.1,152.3,-1,-1,-1,-1
25,13.0,479.2,372.1,63.0,149.9,-1,-1,-1,-1
25,11.0,733.9,448.9,68.4,155.9,-1,-1,-1,-1
25,10.0,335.7,398.9,44.1,178.4,-1,-1,-1,-1
25,9.0,340.6,484.2,72.9,178.2,-1,-1,-1,-1
25,8.0,495.4,435.1,66.6,169.2,-1,-1,-1,-1
25,7.0,451.1,445.0,69.5,156.6,-1,-1,-1,-1
25,6.0,909.9,491.8,72.0,171.0,-1,-1,-1,-1
25,5.0,296.1,489.6,74.2,169.2,-1,-1,-1,-1
25,4.0,869.4,492.3,63.0,162.0,-1,-1,-1,-1
25,3.0,688.5,447.7,71.1,155.7,-1,-1,-1,-1
25,2.0,115.6,440.1,58.3,172.8,-1,-1,-1,-1
25,1.0,1141.2,422.8,57.6,195.5,-1,-1,-1,-1
26,16.0,457.0,375.1,54.2,154.1,-1,-1,-1,-1
26,15.0,716.8,355.9,51.3,153.4,-1,-1,-1,-1
26,14.0,887.8,405.2,55.3,163.6,-1,-1,-1,-1
26,13.0,478.3,359.3,50.4,159.5,-1,-1,-1,-1
26,12.0,694.3,379.3,58.5,171.9,-1,-1,-1,-1
26,11.0,734.4,434.9,71.1,169.9,-1,-1,-1,-1
26,10.0,335.2,376.4,48.6,179.8,-1,-1,-1,-1
26,9.0,337.5,471.6,79.2,190.8,-1,-1,-1,-1
26,8.0,493.2,433.1,67.5,171.2,-1,-1,-1,-1
26,7.0,443.7,445.0,74.7,156.6,-1,-1,-1,-1
26,6.0,909.0,487.3,68.4,175.5,-1,-1,-1,-1
26,5.0,290.0,479.7,71.5,178.2,-1,-1,-1,-1
26,4.0,866.7,488.2,63.9,166.5,-1,-1,-1,-1
26,3.0,687.6,438.1,70.2,164.0,-1,-1,-1,-1
26,2.0,115.4,441.9,58.7,171.9,-1,-1,-1,-1
26,1.0,1141.2,423.0,57.6,195.3,-1,-1,-1,-1
27,16.0,454.9,376.2,59.4,160.2,-1,-1,-1,-1
27,15.0,714.1,341.1,55.8,152.5,-1,-1,-1,-1
27,14.0,886.9,393.5,53.5,170.8,-1,-1,-1,-1
27,13.0,478.8,350.1,47.7,162.5,-1,-1,-1,-1
27,12.0,692.1,380.0,71.1,177.1,-1,-1,-1,-1
27,11.0,735.3,433.1,74.7,171.2,-1,-1,-1,-1
27,10.0,333.9,351.9,51.8,187.6,-1,-1,-1,-1
27,9.0,332.1,463.5,86.9,198.0,-1,-1,-1,-1
27,8.0,487.8,430.6,72.0,173.7,-1,-1,-1,-1
27,7.0,440.5,441.0,92.7,160.2,-1,-1,-1,-1
27,6.0,911.2,476.1,64.4,186.3,-1,-1,-1,-1
27,5.0,286.4,471.6,85.0,186.3,-1,-1,-1,-1
27,4.0,863.5,483.3,67.9,171.9,-1,-1,-1,-1
